1 1 0.0
1 2 4.1563718012026865
1 3 7.346022524984541
1 4 10.496550921343012
1 5 6.138794831894139
1 6 8.65243770774564
1 7 17.201647695999327
1 8 5.6371234016047165
1 9 6.22519154030763
1 10 9.901353433378073
1 11 24.0434257612777
1 12 13.769750545528664
1 13 36.89328833943422
1 14 8.66540824134984
1 15 10.579818629557924
1 16 6.005637270183696
1 17 7.818982722411971
1 18 13.962209556958062
1 19 8.438587847818944
1 20 4.445914273348766
1 21 38.48559116066131
1 22 50.67195561700639
1 23 19.83011979451582
1 24 20.568159299903588
1 25 79.59831432941603
1 26 10.229091667287232
1 27 6.504119439769674
1 28 18.257438188254657
1 29 8.147210065414306
1 30 4.754360222665529
1 31 6.727010808542699
1 32 36.431365568363006
1 33 17.97954100392389
1 34 20.418706468720064
1 35 47.97128781207887
1 36 14.460707666785872
1 37 11.399806322135625
1 38 8.977436292391435
1 39 7.573350259136866
1 40 13.736931998109451
1 41 6.725039796548565
1 42 6.3919416578688955
1 43 12.609321749687075
1 44 6.772844367837777
1 45 8.284197534311676
1 46 33.937753303869755
1 47 62.95844614781178
1 48 5.4461021356008565
1 49 12.280614076860694
1 50 15.85351492863072
1 51 7.368782152630477
1 52 8.747465746096923
1 53 13.176547025523266
1 54 15.017066677001988
1 55 2.615953343781243
1 56 7.3616042000890305
1 57 22.488941449621308
1 58 5.320002420167777
1 59 32.509702645196825
1 60 11.519284811214856
1 61 11.186358167382238
1 62 19.378135860929184
1 63 11.386139523657569
1 64 2.41821313266759
1 65 9.098380136903717
1 66 26.468638964218318
1 67 7.31184942787877
1 68 13.877482777543555
1 69 12.886501281707666
1 70 10.751297513301786
1 71 1.7422199946175576
1 72 18.968433329515832
1 73 15.445562836880974
1 74 23.646985665398933
1 75 10.714353562932924
1 76 9.968094207262173
1 77 8.27012847326872
1 78 10.22781564319683
1 79 6.774662475556756
1 80 15.828298808457337
1 81 12.412696931263724
1 82 6.237782408342107
1 83 6.459999992337594
1 84 8.003758459224603
1 85 12.292734958744546
1 86 13.252930166313536
1 87 11.107057582826506
1 88 24.590736669507766
1 89 13.779764699055704
1 90 20.023534451793214
1 91 15.992149638450044
1 92 14.554946579101244
1 93 9.783292208107378
1 94 7.35379354910858
1 95 14.774344274563038
1 96 8.8051261883517
1 97 10.302843062633208
1 98 10.309311782540252
1 99 19.375197568062397
1 100 13.658161333769511
1 101 25.042755299568917
1 102 10.062754107411813
1 103 8.18940997815971
1 104 16.97920974778723
1 105 12.22916197327574
1 106 20.874870811046424
1 107 16.760400714056544
1 108 10.0357598972756
1 109 13.263082776440186
1 110 11.35669500854178
1 111 8.244476707217864
1 112 11.817667829252299
1 113 7.12608111853843
1 114 12.382848589336987
1 115 13.30055275676311
1 116 13.563889933280521
1 117 13.071588071434336
1 118 11.567087675678216
1 119 18.783477872411098
1 120 12.748342415896875
1 121 8.29756018737006
1 122 19.513049884151563
1 123 10.564384178643364
1 124 6.362520143841316
1 125 25.870112522711803
1 126 11.811227618065097
1 127 19.710436396189465
1 128 14.61225684924112
1 129 9.509958141400483
1 130 9.782219165811497
1 131 17.280226087355274
1 132 7.760172068787963
1 133 11.331699119151367
1 134 25.602244162722837
1 135 14.351506236969243
1 136 26.334999126669274
1 137 9.802021951388854
1 138 16.960644789722494
1 139 12.165519254111313
1 140 14.714896153027599
1 141 13.226995307450487
1 142 10.12003783050196
1 143 11.770169881723184
1 144 7.467106201275012
1 145 8.392138680764987
1 146 3.544185727229313
1 147 20.12077127139033
1 148 14.5996103378844
1 149 9.875177994551535
1 150 12.458033875306377
1 151 12.151851515233886
1 152 13.173639264109632
1 153 13.51583206630265
1 154 18.62534977336936
1 155 11.021735754861318
1 156 10.451520374244556
1 157 10.11329925862703
1 158 26.496011575889884
1 159 9.740957052536075
1 160 15.70091508714166
1 161 13.081656513795345
1 162 9.674767807580373
1 163 11.62167582410503
1 164 19.946251404477113
1 165 13.594269654302757
1 166 18.653670203952167
1 167 11.662361952512322
1 168 13.399272734192628
1 169 11.141962163707369
1 170 13.352257337911798
1 171 6.1039093877911705
1 172 12.784034362425224
1 173 22.829216379859144
1 174 11.281404446503544
1 175 5.764598198070004
1 176 12.057551401353102
1 177 11.81931038544004
1 178 16.926373626148383
1 179 4.9413840452964735
1 180 19.791275373063616
1 181 12.509060528604586
1 182 13.80121743239821
1 183 11.299403240787315
1 184 15.980590965696226
1 185 7.947409883941962
1 186 18.62431273183377
1 187 11.922389190448317
1 188 13.654362072515966
1 189 12.277522546207873
1 190 11.5189504589353
1 191 15.528898973176098
1 192 8.721653553620987
1 193 11.011857069610901
1 194 10.79760238819533
1 195 10.96155062251163
1 196 15.43764074575311
1 197 8.971471557937765
1 198 13.968514181063899
1 199 8.227854599007582
1 200 7.222272408076582
1 201 15.004414555740926
1 202 10.922308758631157
1 203 25.235107067393027
1 204 6.057473244975142
1 205 11.128743971898128
1 206 12.602444383417486
1 207 10.382564512833564
1 208 9.636884670216407
1 209 7.977807611087869
2 2 0.0
2 3 11.360031935710484
2 4 10.249253418407815
2 5 6.612796528587176
2 6 6.8443526785081765
2 7 8.550881752306875
2 8 1.8891761931562876
2 9 4.511925698910198
2 10 8.727728503971093
2 11 21.913167825324777
2 12 10.460068156319643
2 13 36.03389689142385
2 14 9.637306477452094
2 15 9.216562223522605
2 16 8.263213874462865
2 17 4.3429519481253855
2 18 10.881401714310439
2 19 6.166825755082822
2 20 7.534306288258396
2 21 33.40549236909611
2 22 56.39749879228046
2 23 26.24594916866346
2 24 25.832581080031126
2 25 89.7121831529437
2 26 8.379017246786102
